epoch,train_loss,val_loss,val_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,balanced_accuracy,generalization_gap
1,1.9849588303338914,1.8852658065748804,0.18209876543209877,0.10166500508785248,0.15417121350765228,0.06908130645751953,0.08327970387023172,0.15417121350765228,-0.09969302375901101
2,1.9374754542396182,1.9299512498172713,0.10802469135802469,0.07674901932477951,0.1825396865606308,0.0681489109992981,0.06605343171107916,0.1825396865606308,-0.007524204422346914
3,1.9153721332550049,1.8761129202666107,0.2623456790123457,0.2897351086139679,0.3310551643371582,0.21641992032527924,0.19172444755648388,0.3310551643371582,-0.03925921298839419
4,1.7760399125871205,1.452675160066581,0.43209876543209874,0.4372534453868866,0.41955259442329407,0.38176584243774414,0.37579284479588637,0.41955259442329407,-0.3233647525205394
5,1.6613322780245827,1.2365392063870841,0.49691358024691357,0.502630889415741,0.48777347803115845,0.45365673303604126,0.4556273472161941,0.48777347803115845,-0.4247930716374986
6,1.5731212298075359,1.0592332960646829,0.6172839506172839,0.6317514777183533,0.5961549878120422,0.5921945571899414,0.609445736732012,0.5961549878120422,-0.513887933742853
7,1.5334754160472326,0.9576723516723256,0.6481481481481481,0.6360191702842712,0.6566846966743469,0.6246560215950012,0.6469192504882812,0.6566846966743469,-0.575803064374907
8,1.4741203898475284,0.9045844019195179,0.7191358024691358,0.705012857913971,0.692207396030426,0.6876551508903503,0.7173499119134596,0.692207396030426,-0.5695359879280104
9,1.468320409456889,0.8086994753943549,0.7561728395061729,0.7307340502738953,0.7280454635620117,0.7215467691421509,0.7541912691092786,0.7280454635620117,-0.659620934062534
10,1.441328525543213,0.7658994532661674,0.7654320987654321,0.7584092020988464,0.7373642921447754,0.7369838356971741,0.766238648214458,0.7373642921447754,-0.6754290722770455
11,1.4161716813132876,0.6954982648661108,0.7839506172839507,0.7575664520263672,0.7627676725387573,0.7545568346977234,0.7857579360773534,0.7627676725387573,-0.7206734164471769
12,1.39565486567361,0.7430971684279265,0.7746913580246914,0.7567671537399292,0.7577352523803711,0.7483352422714233,0.7755052542980806,0.7577352523803711,-0.6525576972456836
13,1.397158219700768,0.7400879065195719,0.7623456790123457,0.7534751296043396,0.7641043663024902,0.7396754026412964,0.7630393887743537,0.7641043663024902,-0.657070313181196
14,1.3836179574330647,0.6286281880773144,0.8179012345679012,0.7917945981025696,0.8030956983566284,0.7904646992683411,0.8202833010826582,0.8030956983566284,-0.7549897693557504
15,1.3864373479570662,0.5968120631612377,0.8055555555555556,0.7724846601486206,0.7899314165115356,0.7737755179405212,0.8096748634620949,0.7899314165115356,-0.7896252847958285
16,1.3771373828252156,0.6104050834237793,0.8148148148148148,0.7854066491127014,0.8021148443222046,0.785650908946991,0.818247006263262,0.8021148443222046,-0.7667322994014363
17,1.3673546654837472,0.5565470468114924,0.8148148148148148,0.783649742603302,0.7946090698242188,0.7846445441246033,0.8172780731577932,0.7946090698242188,-0.8108076186722548
18,1.3589065472284954,0.539449092230679,0.8549382716049383,0.8287544250488281,0.8361493945121765,0.828395426273346,0.8573011233482832,0.8361493945121765,-0.8194574549978163
19,1.3543163878577096,0.5439126020596351,0.8364197530864198,0.8098692893981934,0.8176516890525818,0.8094287514686584,0.8379819893542632,0.8176516890525818,-0.8104037857980745
20,1.3448233774730138,0.5745521106837709,0.8209876543209876,0.7933515906333923,0.8158745765686035,0.7946701645851135,0.8238606394073109,0.8158745765686035,-0.770271266789243
21,1.3455544312795003,0.5584697495272131,0.8240740740740741,0.7912615537643433,0.8122825026512146,0.7939707040786743,0.8272362226321374,0.8122825026512146,-0.7870846817522872
22,1.3509236971537273,0.5282150698296818,0.845679012345679,0.8150476813316345,0.8294118642807007,0.8179253935813904,0.849328217683015,0.8294118642807007,-0.8227086273240455
23,1.3445020346414476,0.5604529163719695,0.8240740740740741,0.796602725982666,0.8160529732704163,0.7959128618240356,0.8283487955729166,0.8160529732704163,-0.7840491182694781
24,1.3470840681166876,0.5228957022413795,0.8395061728395061,0.8071714043617249,0.8237651586532593,0.8105134963989258,0.8438096223054109,0.8237651586532593,-0.8241883658753081
25,1.335057218869527,0.5226396719614664,0.8271604938271605,0.7933862805366516,0.8149279952049255,0.7969293594360352,0.8298373752170138,0.8149279952049255,-0.8124175469080607
26,1.344378460021246,0.529273333924788,0.8271604938271605,0.7972230315208435,0.8189101219177246,0.798736035823822,0.8324003808292342,0.8189101219177246,-0.815105126096458
27,1.3353264104752314,0.5250190043890918,0.8364197530864198,0.8062227964401245,0.8259358406066895,0.8084127306938171,0.8413347785855517,0.8259358406066895,-0.8103074060861396
28,1.3383981443586803,0.520662937267327,0.8364197530864198,0.8034089803695679,0.8216501474380493,0.8063883781433105,0.8408454612449363,0.8216501474380493,-0.8177352070913533
29,1.3397955326806932,0.520605664562296,0.8364197530864198,0.8034089803695679,0.8216501474380493,0.8063883781433105,0.8408454612449363,0.8216501474380493,-0.8191898681183972
30,1.3294395208358765,0.5225540543044055,0.8302469135802469,0.7972951531410217,0.8169663548469543,0.7999106049537659,0.8348945335105613,0.8169663548469543,-0.806885466531471
