epoch,train_loss,val_loss,val_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,balanced_accuracy,generalization_gap
1,1.633603572845459,1.6297415537684488,0.13452914798206278,0.026905829086899757,0.20000000298023224,0.04743083193898201,0.03190414574114196,0.20000000298023224,-0.003862019077010226
2,1.6076794652377857,1.6606383484040674,0.1031390134529148,0.02062780223786831,0.20000000298023224,0.03739837557077408,0.019286157838966814,0.20000000298023224,0.05295888316628172
3,1.590023903285756,1.4910443288862973,0.49327354260089684,0.28353309631347656,0.33908283710479736,0.29016390442848206,0.4349329653342209,0.33908283710479736,-0.09897957439945859
4,1.570198739276213,1.4461650281743619,0.6502242152466368,0.48546943068504333,0.47665172815322876,0.4669573903083801,0.6020410648910454,0.47665172815322876,-0.12403371110185102
5,1.4649859526578117,1.3943610490704865,0.48878923766816146,0.6185635328292847,0.5657863616943359,0.4392237067222595,0.41956859639941846,0.5657863616943359,-0.0706249035873252
6,1.3466240377987133,1.1714814094150012,0.6547085201793722,0.4636884331703186,0.491469144821167,0.475750595331192,0.6395085082460412,0.491469144821167,-0.17514262838371208
7,1.2822437005884506,0.9733529058807099,0.757847533632287,0.7860080003738403,0.6543540954589844,0.670031726360321,0.7574865914246427,0.6543540954589844,-0.3088907947077407
8,1.228686066234813,0.850506843071882,0.757847533632287,0.6880277395248413,0.6707652807235718,0.6726902723312378,0.7553508399313341,0.6707652807235718,-0.37817922316293096
9,1.2091938257217407,0.7525907304522168,0.7488789237668162,0.6842382550239563,0.6082228422164917,0.632988691329956,0.7370264711935959,0.6082228422164917,-0.4566030952695239
10,1.1843838270972757,0.7778085172176361,0.7668161434977578,0.7112752199172974,0.7004328370094299,0.6891894340515137,0.7630412011937711,0.7004328370094299,-0.40657530987963963
11,1.1794568370370304,0.7741285958765868,0.7623318385650224,0.7572957277297974,0.7390720248222351,0.7132200598716736,0.769484857807245,0.7390720248222351,-0.40532824116044364
12,1.1572785517748665,0.6870999464873776,0.7847533632286996,0.721072793006897,0.6900383234024048,0.6872385740280151,0.7689150823071399,0.6900383234024048,-0.4701786052874889
13,1.131905247183407,0.7494638135214023,0.7757847533632287,0.7372556924819946,0.7527792453765869,0.7180953025817871,0.7808084530680703,0.7527792453765869,-0.38244143366200467
14,1.1140745387357824,0.6906355027393375,0.7802690582959642,0.7264671325683594,0.7152317762374878,0.7027943730354309,0.7728244114349776,0.7152317762374878,-0.42343903599644495
15,1.1184436854194193,0.7813729825742843,0.7802690582959642,0.7507120370864868,0.770707905292511,0.7318090200424194,0.7846975283772422,0.770707905292511,-0.33707070284513496
16,1.0732369212543262,0.7303780936155753,0.7713004484304933,0.7145997285842896,0.7163325548171997,0.6951663494110107,0.7691298685800869,0.7163325548171997,-0.342858827638751
17,1.0661490384270162,0.7896654623155503,0.7757847533632287,0.7359359860420227,0.7466152310371399,0.7178670167922974,0.7804396419781741,0.7466152310371399,-0.2764835761114659
18,1.0804409700281479,0.7630065294074504,0.7847533632286996,0.7446435689926147,0.7609115839004517,0.7277764678001404,0.7887905103743343,0.7609115839004517,-0.3174344406206975
