epoch,train_loss,val_loss,val_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,balanced_accuracy,generalization_gap
1,1.621754214877174,1.4989720582962036,0.15714285714285714,0.03142857179045677,0.20000000298023224,0.05432099103927612,0.04268077782222203,0.20000000298023224,-0.12278215658097036
2,1.6079837537947155,1.6992145265851701,0.16785714285714284,0.16582432389259338,0.21666666865348816,0.08553025871515274,0.05761855670383998,0.21666666865348816,0.09123077279045466
3,1.5917827855973017,1.432521070752825,0.45357142857142857,0.5786812901496887,0.43900614976882935,0.3278146982192993,0.5203836713518415,0.43900614976882935,-0.1592617148444766
4,1.474563859757923,1.0068867376872472,0.6714285714285714,0.5451043844223022,0.5883438587188721,0.4911877512931824,0.7201375143868582,0.5883438587188721,-0.4676771220706757
5,1.2784889822914487,0.6206748230116708,0.8214285714285714,0.628376305103302,0.6978568434715271,0.6267302632331848,0.8180496215820312,0.6978568434715271,-0.6578141592797779
6,1.1844100611550468,0.41325726892266956,0.8607142857142858,0.8170924186706543,0.7221307158470154,0.6687989234924316,0.8341432298932757,0.7221307158470154,-0.7711527922323772
7,1.1271305368060158,0.42524771498782293,0.8642857142857143,0.825093150138855,0.7502163052558899,0.6753666400909424,0.838630621773856,0.7502163052558899,-0.701882821818193
8,1.1101889269692558,0.2878551086676972,0.8892857142857142,0.8086430430412292,0.797287106513977,0.7676917314529419,0.8739577157156808,0.797287106513977,-0.8223338183015585
9,1.0948170650573004,0.2989340014755726,0.875,0.7355937957763672,0.793761134147644,0.7558444142341614,0.8733277457101004,0.793761134147644,-0.7958830635817278
10,1.0729696239743913,0.2604049449520452,0.8892857142857142,0.7781580090522766,0.8089537620544434,0.783098042011261,0.8834954398018974,0.8089537620544434,-0.8125646790223462
11,1.0759747879845756,0.27111693817589966,0.8857142857142857,0.749076783657074,0.8005193471908569,0.7593345046043396,0.880113056727818,0.8005193471908569,-0.8048578498086759
12,1.0513505396388827,0.2710008045126285,0.8892857142857142,0.7931159734725952,0.819817066192627,0.8017674684524536,0.8876943315778459,0.819817066192627,-0.7803497351262543
13,1.0355873505274455,0.3137084756578718,0.8892857142857142,0.7714285850524902,0.807650089263916,0.7791361212730408,0.8823468344552177,0.807650089263916,-0.7218788748695737
14,1.0207253637767972,0.25573616927223547,0.9142857142857143,0.8330755233764648,0.8736602663993835,0.8504112362861633,0.9152005876813616,0.8736602663993835,-0.7649891945045617
15,1.0127755460285006,0.24270157762137906,0.9142857142857143,0.8221172094345093,0.8698722720146179,0.8407846689224243,0.9138831547328404,0.8698722720146179,-0.7700739684071216
16,0.9977162338438488,0.2793217029954706,0.9178571428571428,0.8352463841438293,0.8776043653488159,0.8529959917068481,0.9174547467912947,0.8776043653488159,-0.7183945308483781
17,1.000658250990368,0.26344191722039667,0.9142857142857143,0.8247617483139038,0.8696702718734741,0.8407444953918457,0.9138701847621373,0.8696702718734741,-0.7372163337699714
18,0.9990048663956779,0.22435772359105094,0.9285714285714286,0.869000256061554,0.888953685760498,0.8775394558906555,0.9285279410226005,0.888953685760498,-0.7746471428046269
19,0.990689910593487,0.2982899641085948,0.9178571428571428,0.8331753015518188,0.8709281086921692,0.8445698022842407,0.9171627589634487,0.8709281086921692,-0.6923999464848922
20,0.9757664232026964,0.2305640715307423,0.9428571428571428,0.9028884768486023,0.9147112965583801,0.9085289239883423,0.9439434596470424,0.9147112965583801,-0.745202351671954
21,0.968184891201201,0.23196369229948946,0.9357142857142857,0.8948448896408081,0.9018324613571167,0.898162841796875,0.936341530936105,0.9018324613571167,-0.7362211989017116
22,0.9844989407630194,0.21364970558456012,0.95,0.9022918939590454,0.9319791793823242,0.9147342443466187,0.9513011387416295,0.9319791793823242,-0.7708492351784593
23,0.9801385601361593,0.22459686946656024,0.9357142857142857,0.8807612657546997,0.9050189852714539,0.8919605016708374,0.9356436593191965,0.9050189852714539,-0.7555416906695991
24,0.971314529577891,0.2181678974468793,0.9392857142857143,0.9029915928840637,0.9062768816947937,0.9043682217597961,0.9391496930803571,0.9062768816947937,-0.7531466321310116
25,0.970820563180106,0.22748606984636613,0.9357142857142857,0.9003798365592957,0.8979436159133911,0.8980159759521484,0.9349672589983259,0.8979436159133911,-0.7433344933337399
26,0.9689931358609881,0.22163497543494617,0.9357142857142857,0.8985223770141602,0.8979436159133911,0.8971608281135559,0.9353659493582589,0.8979436159133911,-0.747358160426042
27,0.9630052106721061,0.22698511888406106,0.9392857142857143,0.8829323053359985,0.9095644950866699,0.8951653242111206,0.9394138881138393,0.9095644950866699,-0.7360200917880451
28,0.9593867318970817,0.21751862937318428,0.9392857142857143,0.8804292678833008,0.9095644950866699,0.8941186666488647,0.9397030421665736,0.9095644950866699,-0.7418681025238973
