epoch,train_loss,val_loss,val_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,balanced_accuracy,generalization_gap
1,1.9898712171448603,1.931758392004319,0.16358024691358025,0.023513752967119217,0.14021164178848267,0.040273554623126984,0.04698581460081501,0.14021164178848267,-0.05811282514054117
2,1.9430178668763902,1.9387620525595584,0.08950617283950617,0.138000950217247,0.16398046910762787,0.05340557172894478,0.05440364060578523,0.16398046910762787,-0.004255814316831863
3,1.9233151011996799,1.9687152850775071,0.11728395061728394,0.11181972920894623,0.2152218073606491,0.07982922345399857,0.06002171245622046,0.2152218073606491,0.045400183877827294
4,1.8352273172802396,1.535595452343976,0.41358024691358025,0.39796972274780273,0.3962814211845398,0.3630707859992981,0.383058288950979,0.3962814211845398,-0.2996318649362635
5,1.67451325390074,1.3862798773212197,0.45987654320987653,0.3809008002281189,0.45356839895248413,0.39209839701652527,0.3946722054187162,0.45356839895248413,-0.2882333765795202
6,1.5817091464996338,1.2459695059576152,0.5030864197530864,0.5362178683280945,0.495983362197876,0.46143198013305664,0.46051439826871143,0.495983362197876,-0.33573964054201855
7,1.5256928735309176,1.011126403823311,0.6141975308641975,0.603287398815155,0.6160823702812195,0.5834046602249146,0.6008999671465085,0.6160823702812195,-0.5145664697076067
8,1.4445181952582464,0.9201523282645662,0.6604938271604939,0.6528791189193726,0.6285014748573303,0.6268472671508789,0.6601142412350501,0.6285014748573303,-0.5243658669936803
9,1.4204440977838304,0.8902873271777306,0.7222222222222222,0.7063274383544922,0.6866872906684875,0.685198962688446,0.7206258891541281,0.6866872906684875,-0.5301567706060998
10,1.3943572640419006,0.8351550010251411,0.7592592592592593,0.743162214756012,0.7399806380271912,0.7349280118942261,0.7597372737931617,0.7399806380271912,-0.5592022630167596
11,1.3559345404307048,0.7751532304158182,0.7808641975308642,0.7539938688278198,0.760550856590271,0.7527132630348206,0.7814980495123216,0.760550856590271,-0.5807813100148866
12,1.3564202189445496,0.8740063485356024,0.75,0.7492548227310181,0.7282449007034302,0.7230965495109558,0.7435518429603105,0.7282449007034302,-0.4824138704089471
13,1.325343370437622,0.7673926194324906,0.7623456790123457,0.7429246306419373,0.7464671730995178,0.7336506247520447,0.7609560931170428,0.7464671730995178,-0.5579507510051315
14,1.3140041165881686,0.7488257291692274,0.7561728395061729,0.7448095679283142,0.7449442148208618,0.7306793332099915,0.7574513753255209,0.7449442148208618,-0.5651783874189412
15,1.3107085161738925,0.6378597785937198,0.8055555555555556,0.7755607962608337,0.7833072543144226,0.7730957865715027,0.8075944876965181,0.7833072543144226,-0.6728487375801727
16,1.2886621753374736,0.6459206932304818,0.7993827160493827,0.7739191055297852,0.7796396017074585,0.7673384547233582,0.8003871588059414,0.7796396017074585,-0.6427414821069918
17,1.290145754814148,0.6213916763663292,0.8117283950617284,0.7857667207717896,0.797711968421936,0.7829249501228333,0.8138404186861015,0.797711968421936,-0.6687540784478188
18,1.2771598365571764,0.5877631473136536,0.8271604938271605,0.8032573461532593,0.8097656965255737,0.799558162689209,0.8287621015383874,0.8097656965255737,-0.6893966892435227
19,1.2647057904137506,0.575962336389003,0.8302469135802469,0.80416339635849,0.8127833008766174,0.8031203150749207,0.8315563437379436,0.8127833008766174,-0.6887434540247477
20,1.261605355474684,0.6120712561417877,0.8240740740740741,0.8000251054763794,0.8170419335365295,0.7981073260307312,0.8256619300371335,0.8170419335365295,-0.6495340993328963
21,1.2705862654580011,0.5681507465096167,0.8271604938271605,0.8020243048667908,0.8140928149223328,0.8019185066223145,0.829016508879485,0.8140928149223328,-0.7024355189483844
22,1.2688756717575922,0.5670705475373032,0.8333333333333334,0.8040246963500977,0.8199261426925659,0.8066366314888,0.835503848982446,0.8199261426925659,-0.701805124220289
23,1.266741606924269,0.5681508151285443,0.8333333333333334,0.803151547908783,0.8204413056373596,0.8043867945671082,0.8373337733892747,0.8204413056373596,-0.6985907917957247
24,1.2676691280470953,0.5606388245467786,0.8333333333333334,0.8003884553909302,0.8151251673698425,0.802393913269043,0.8366516490041473,0.8151251673698425,-0.7070303035003167
25,1.252334177494049,0.5591583664954445,0.8333333333333334,0.802759051322937,0.8199261426925659,0.8051400184631348,0.8365030170958719,0.8199261426925659,-0.6931758109986046
26,1.2651010420587327,0.5737601056189081,0.8302469135802469,0.7997723817825317,0.8175841569900513,0.8014433979988098,0.8334101924189815,0.8175841569900513,-0.6913409364398246
27,1.2561531066894531,0.5788298876105268,0.8240740740740741,0.7953822016716003,0.812385082244873,0.7954180836677551,0.8278388506100501,0.812385082244873,-0.6773232190789263
28,1.257415195306142,0.5767904011601651,0.8240740740740741,0.7971123456954956,0.812385082244873,0.797001302242279,0.8266850224247685,0.812385082244873,-0.680624794145977
