epoch,train_loss,val_loss,val_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,balanced_accuracy,generalization_gap
1,1.7957123619014934,1.8143420934677124,0.17083333333333334,0.10326492041349411,0.1597222238779068,0.11068165302276611,0.11010079383850098,0.1597222238779068,0.018629731566218943
2,1.6021108485884585,1.668790372212728,0.3875,0.45412299036979675,0.4079364836215973,0.36791667342185974,0.3637801806131999,0.4079364836215973,0.06667952362426943
3,1.3268851142818645,1.249585008621216,0.625,0.6429299116134644,0.6308972835540771,0.5992550253868103,0.5983531951904297,0.6308972835540771,-0.0773001056606486
4,1.2324075900902183,0.9513023694356283,0.7333333333333333,0.7317833304405212,0.7653219103813171,0.7195045351982117,0.7044133504231771,0.7653219103813171,-0.28110522065459
5,1.1695194426229445,0.8171112497647604,0.775,0.7784741520881653,0.8054563999176025,0.7529516816139221,0.7378484725952148,0.8054563999176025,-0.35240819285818414
6,1.1264760352797427,0.6519614537556966,0.8291666666666667,0.8495535850524902,0.8528439402580261,0.8228510022163391,0.8059556961059571,0.8528439402580261,-0.47451458152404613
7,1.1092498888403683,0.5000928461551666,0.8625,0.8628618121147156,0.8827160000801086,0.8548248410224915,0.8458942413330078,0.8827160000801086,-0.6091570426852018
8,1.0869211342375158,0.37330090602238974,0.9,0.9037511348724365,0.9146605134010315,0.9001390933990479,0.8926531473795573,0.9146605134010315,-0.713620228215126
9,1.0675557387077201,0.4420636385679245,0.8791666666666667,0.8828081488609314,0.8966049551963806,0.8761374950408936,0.8673914591471354,0.8966049551963806,-0.6254921001397956
10,1.0582564968173787,0.3308495889107386,0.9083333333333333,0.9062040448188782,0.9209105372428894,0.9077133536338806,0.9038651784261068,0.9209105372428894,-0.7274069079066401
11,1.056307362297834,0.35397091607252756,0.9125,0.9127569794654846,0.9250771999359131,0.912375271320343,0.9073677698771159,0.9250771999359131,-0.7023364462253066
12,1.0526847031156896,0.4410219778617223,0.8833333333333333,0.8888928294181824,0.9007716178894043,0.8789252638816833,0.8717217127482096,0.9007716178894043,-0.6116627252539673
13,1.0473258697380454,0.34475020120541255,0.9,0.9020586609840393,0.9146605134010315,0.8991281986236572,0.8922754287719726,0.9146605134010315,-0.7025756685326329
14,1.043793583320359,0.3356083020567894,0.9125,0.9129729866981506,0.9250771999359131,0.9111099243164062,0.9076769510904948,0.9250771999359131,-0.7081852812635697
15,1.0411495394625907,0.2569649358590444,0.9375,0.9399707913398743,0.9459105134010315,0.9398654103279114,0.9357870737711589,0.9459105134010315,-0.7841846036035462
16,1.0389810174198475,0.2847454808652401,0.9291666666666667,0.9335460066795349,0.9389660954475403,0.9327028393745422,0.9265750249226888,0.9389660954475403,-0.7542355365546074
17,1.0386452351586293,0.27223750005165737,0.9375,0.9412162899971008,0.9459105134010315,0.9407681822776794,0.9360571543375651,0.9459105134010315,-0.7664077351069719
18,1.0371382660784965,0.32307137350241344,0.9041666666666667,0.9057238698005676,0.9181327819824219,0.9020161628723145,0.8977378209431967,0.9181327819824219,-0.714066892576083
19,1.034189256571107,0.28228406806786854,0.9291666666666667,0.9318022131919861,0.9389660954475403,0.93088299036026,0.926691182454427,0.9389660954475403,-0.7519051885032385
20,1.0310355909800126,0.2811246570199728,0.9333333333333333,0.9348454475402832,0.9424383044242859,0.934643030166626,0.931424077351888,0.9424383044242859,-0.7499109339600398
