path,owner_surface,file_class,status,checks,evidence_pointer,notes
src/evaluation/metrics.py,tests/ci/meta,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/monitoring/__init__.py,monitoring/debugging/utils,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/monitoring/metrics.py,monitoring/debugging/utils,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/ood/__init__.py,ood,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/ood/continual_ood.py,ood,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/ood/dynamic_thresholds.py,ood,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/ood/mahalanobis.py,ood,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/ood/prototypes.py,ood,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/pipeline/__init__.py,pipeline,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/pipeline/independent_multi_crop_pipeline.py,pipeline,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/router/__init__.py,router,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,
src/router/diagnostic_scouting.py,router,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,
src/router/policy_taxonomy_utils.py,router,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,
src/router/roi_helpers.py,router,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,
src/router/roi_pipeline.py,router,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,
src/router/vlm_pipeline.py,router,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration|policy_regression_bundle,
src/security/__init__.py,tests/ci/meta,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/security/security.py,tests/ci/meta,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/training/__init__.py,training,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/training/continual_sd_lora.py,training,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/training/quantization.py,training,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/utils/__init__.py,monitoring/debugging/utils,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/utils/data_loader.py,monitoring/debugging/utils,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/utils/model_utils.py,monitoring/debugging/utils,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/visualization/__init__.py,tests/ci/meta,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
src/visualization/visualization.py,tests/ci/meta,python,pass,archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|legacy_token_guard_non_archive|py_compile_batch|suite_unit_colab_integration,
tests/README.md,tests/ci/meta,documentation,pass,archive_reference_guard|markdown_links,plans/v6_repo_audit_command_results.json::archive_reference_guard|markdown_links,
tests/__init__.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/colab/__init__.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/colab/test_data_pipeline.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/colab/test_environment.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/colab/test_smoke_training.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/conftest.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/fixtures/test_fixtures.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/import_test.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/integration/test_colab_integration.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/integration/test_full_pipeline_v6.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/adapter/test_continual_adapter.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/adapter/test_multi_scale_fusion.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/adapters/test_prototypes.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/dataset/test_colab_pipeline.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/debugging/test_debugging_monitoring.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/evaluation/test_metrics.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/monitoring/test_monitoring_metrics.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/ood/test_continual_ood.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/ood/test_dynamic_thresholds_improved.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/ood/test_ood_comprehensive.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/pipeline/test_continual_pipeline_contract.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/pipeline/test_pipeline_comprehensive.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/pipeline/test_pipeline_strict_router_init.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_diagnostic_scouting.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_policy_taxonomy_utils.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_roi_helpers.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_roi_pipeline.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_router_comprehensive.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_vlm_policy_stage_order.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/router/test_vlm_strict_loading.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/security/test_security.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/test_ood.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/training/test_continual_sd_lora.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/training/test_int8_quantization.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/utils/test_data_loader_training_helpers.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/utils/test_imports.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/utils/test_minimal_implementation.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/utils/test_model_utils.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/utils/test_optimizations.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/validation/test_config_manager_ood_alias.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/validation/test_schemas.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/validation/test_validation_comprehensive.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
tests/unit/visualization/test_visualization.py,tests/ci/meta,python,pass,archive_reference_guard|py_compile_batch|suite_unit_colab_integration,plans/v6_repo_audit_command_results.json::archive_reference_guard|py_compile_batch|suite_unit_colab_integration,
